CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1994280,17000162868,2017162868,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",5/9/2017 15:37,32XX BLOCK OF SW AVALON WY,W,W2,9900.301,-122.374,47.56408,"(47.564075, -122.3742)","PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",
1994289,17000162562,2017162562,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 15:36,24XX BLOCK OF BOYER AV E,C,C2,6100.202,-122.314,47.64134,"(47.641342, -122.313965)",TRESPASS,TRESPASS,TRESPASS,5/9/2017 15:00
1994287,17000162701,2017162701,141,LEWD CONDUCT,LIQUOR VIOLATIONS,LEWD CONDUCT,5/9/2017 15:28,12 AV E / E HOWE ST,C,C1,6500.102,-122.317,47.63593,"(47.635925, -122.3173)",SEX IN PUBLIC PLACE/VIEW (INCL MASTURBATION),MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,5/9/2017 13:29
1994286,17000162768,2017162768,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 15:26,15XX BLOCK OF 1 AV W,Q,Q2,6800.203,-122.358,47.63292,"(47.632923, -122.35833)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1994279,17000162600,2017162600,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 15:23,1 AV N / HARRISON ST,Q,Q3,7100.2,-122.355,47.6221,"(47.6221, -122.35543)","MOTOR VEHICLE COLLISION, UNKNOWN INJURIES",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/9/2017 12:37
1994273,17000162792,2017162792,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/9/2017 15:22,WESTERN AV / BLANCHARD ST,D,D1,8002.201,-122.346,47.61194,"(47.61194, -122.34608)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1994272,17000162809,2017162809,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 15:21,5 AV / BLANCHARD ST,D,D2,7200.106,-122.342,47.61527,"(47.615265, -122.341774)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1994268,17000162835,2017162835,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 15:20,90XX BLOCK OF RAINIER AV S,S,S3,11800.4,-122.27,47.52282,"(47.522816, -122.26999)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1994275,17000162745,2017162745,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 15:15,37 AV SW / SW BARTON ST,W,W3,11600.4,-122.379,47.52109,"(47.521088, -122.37944)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 14:12
1994276,17000162737,2017162737,380,CROWD MANAGEMENT (Stand by only),PUBLIC GATHERINGS,PUBLIC GATHERINGS,5/9/2017 15:14,3 AV / MARION ST,K,K1,8100.204,-122.333,47.60491,"(47.604908, -122.33337)",PREPLANNED EVENT,MISCELLANEOUS,MISCELLANEOUS,5/9/2017 13:53
1994269,17000162818,2017162818,350,HAZARDS,HAZARDS,HAZARDS,5/9/2017 15:14,N 87 ST / MERIDIAN AV N,N,N3,1900.301,-122.334,47.6918,"(47.691803, -122.33376)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,
1994270,17000162816,2017162816,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 15:11,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.301,-122.313,47.65905,"(47.659054, -122.31319)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994277,17000162734,2017162734,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 15:11,30XX BLOCK OF S OTHELLO ST,S,S1,11002.1,-122.292,47.53706,"(47.53706, -122.292274)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 14:05
1994278,17000162720,2017162720,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,5/9/2017 15:05,21XX BLOCK OF WESTERN AV,D,D1,8002.201,-122.345,47.61156,"(47.611557, -122.34542)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,5/9/2017 13:47
1994263,17000162678,2017162678,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,5/9/2017 15:02,12XX BLOCK OF 4 AV,M,M3,8100.202,-122.335,47.60787,"(47.607872, -122.33454)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 13:19
1994261,17000162801,2017162801,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/9/2017 14:55,9XX BLOCK OF 2 AV,K,K1,8100.103,-122.335,47.6048,"(47.6048, -122.3348)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1994262,17000162763,2017162763,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/9/2017 14:49,24XX BLOCK OF NW 58 ST,B,B1,3200.201,-122.389,47.67092,"(47.670918, -122.38886)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1994267,17000162178,2017162178,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,5/9/2017 14:46,17XX BLOCK OF NW 56 ST,B,B1,4700.302,-122.381,47.66945,"(47.66945, -122.38055)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,5/9/2017 6:53
1994264,17000162648,2017162648,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 14:45,15 AV NW / NW 52 ST,B,B1,4700.201,-122.376,47.66643,"(47.66643, -122.37622)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/9/2017 12:50
1994259,17000162249,2017162249,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 14:42,WESTERN AV / BELL ST,D,D1,8002.2,-122.347,47.61271,"(47.61271, -122.347374)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 12:53
1994247,17000162781,2017162781,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 14:41,5 AV NE / NE NORTHGATE WY,L,L2,1200.3,-122.323,47.7086,"(47.708595, -122.32328)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1994248,17000162779,2017162779,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 14:41,N 46 ST / N PHINNEY WY,B,B2,4900.5,-122.349,47.66213,"(47.662132, -122.34859)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1994258,17000162417,2017162417,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 14:40,XX BLOCK OF W FULTON ST,Q,Q2,6000.301,-122.358,47.64581,"(47.645813, -122.35754)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994246,17000162787,2017162787,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 14:36,M L KING JR WY S / S ORCAS ST,S,S1,10401.2,-122.288,47.55123,"(47.551228, -122.28809)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1994256,17000162460,2017162460,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,5/9/2017 14:34,2XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.202,-122.357,47.62036,"(47.620358, -122.35674)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/9/2017 12:11
1994251,17000162613,2017162613,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,5/9/2017 14:30,PIKE ST / 5 AV,M,M3,8200.1,-122.336,47.61068,"(47.610676, -122.33558)","WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,5/9/2017 12:40
1994249,17000162769,2017162769,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/9/2017 14:30,4XX BLOCK OF HARVARD AV E,E,E1,7401.2,-122.322,47.62256,"(47.622562, -122.322014)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994257,17000162457,2017162457,64,SHOPLIFT,THEFT,SHOPLIFTING,5/9/2017 14:29,5XX BLOCK OF 1 AV W,Q,Q3,7100.201,-122.358,47.62394,"(47.623936, -122.35802)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
1994255,17000162557,2017162557,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/9/2017 14:27,18XX BLOCK OF BOYLSTON AV,E,E2,7402.2,-122.323,47.61765,"(47.617653, -122.32345)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/9/2017 11:50
1994250,17000162685,2017162685,465,PEDESTRIAN VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 14:26,5XX BLOCK OF PINE ST,M,M2,8200.1,-122.336,47.6119,"(47.611904, -122.33593)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,5/9/2017 13:17
1994252,17000162610,2017162610,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,5/9/2017 14:25,18XX BLOCK OF BOYLSTON AV,E,E2,7402.2,-122.323,47.61765,"(47.617653, -122.32345)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/9/2017 12:54
1994241,17000162689,2017162689,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 14:18,W MCGRAW ST / 3 AV W,Q,Q2,6800.2,-122.361,47.6396,"(47.6396, -122.36093)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/9/2017 13:23
1994235,17000162760,2017162760,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 14:17,19XX BLOCK OF POST AL,M,M1,8002.101,-122.342,47.61034,"(47.610344, -122.34239)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1994240,17000162705,2017162705,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,5/9/2017 14:16,107XX BLOCK OF MERIDIAN AV N,N,N3,600.403,-122.334,47.70776,"(47.707756, -122.33398)",TRU - FORGERY/CHKS/BUNCO/SCAMS/ID THEFT,FRAUD CALLS,FRAUD CALLS,5/9/2017 13:29
1994234,17000162762,2017162762,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 14:16,9XX BLOCK OF PINE ST,M,M2,8300.2,-122.331,47.61376,"(47.61376, -122.33149)",DETOX - PICKUP (FIRE / POLICE STANDING BY),LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1994225,17000162713,2017162713,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 14:01,35XX BLOCK OF RAINIER AV S,R,R2,10100.4,-122.293,47.57148,"(47.571476, -122.29291)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1994231,17000162364,2017162364,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 13:57,BEACON AV S / M L KING JR WY S,S,S1,11700.4,-122.28,47.5207,"(47.520695, -122.27998)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/9/2017 9:48
1994229,17000162511,2017162511,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/9/2017 13:56,28XX BLOCK OF NW MARKET ST,B,B1,3200.301,-122.394,47.66865,"(47.66865, -122.393684)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/9/2017 12:08
1994228,17000162636,2017162636,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/9/2017 13:55,4XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7100.201,-122.357,47.62269,"(47.622692, -122.35673)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/9/2017 12:42
1994227,17000162676,2017162676,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 13:50,47XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2,-122.313,47.664,"(47.663998, -122.31309)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1994226,17000162706,2017162706,350,HAZARDS,HAZARDS,HAZARDS,5/9/2017 13:49,NE 125 ST / 30 AV NE,L,L3,200.2013,-122.296,47.71928,"(47.719284, -122.29632)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1994224,17000162721,2017162721,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 13:48,9XX BLOCK OF PINE ST,M,M2,8300.2,-122.331,47.61376,"(47.61376, -122.33149)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1994230,17000162489,2017162489,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/9/2017 13:48,38XX BLOCK OF AURORA AV N,B,B3,5400.402,-122.347,47.65345,"(47.65345, -122.34732)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
1994233,17000162284,2017162284,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,5/9/2017 13:46,37XX BLOCK OF S FERDINAND ST,R,R3,10300.5,-122.286,47.55785,"(47.55785, -122.28559)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,5/9/2017 8:52
1994232,17000162351,2017162351,350,HAZARDS,HAZARDS,HAZARDS,5/9/2017 13:45,41XX BLOCK OF 4 AV S,O,O2,9300.316,-122.329,47.5669,"(47.566895, -122.32941)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1994214,17000162642,2017162642,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 13:44,1XX BLOCK OF 5 AV S,K,K3,9200.1,-122.328,47.60128,"(47.60128, -122.32766)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1994215,17000162623,2017162623,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 13:39,BEACON AV S / S STEVENS ST,R,R1,10002.2,-122.31,47.57699,"(47.576992, -122.31009)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 12:35
1994210,17000162702,2017162702,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/9/2017 13:37,84XX BLOCK OF 44 AV S,S,S2,11700.1,-122.278,47.52701,"(47.52701, -122.27807)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1994213,17000162684,2017162684,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 13:36,6XX BLOCK OF N 59 ST,B,B2,3500.3,-122.351,47.67174,"(47.671738, -122.35069)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994211,17000162698,2017162698,161,TRESPASS,TRESPASS,TRESPASS,5/9/2017 13:32,72XX BLOCK OF GREENWOOD AV N,J,J2,2900.202,-122.355,47.6809,"(47.680897, -122.35531)",TRESPASS,TRESPASS,TRESPASS,
1994212,17000162695,2017162695,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 13:30,QUEEN ANNE AV / DENNY WY,D,D1,7100.202,-122.357,47.61861,"(47.618607, -122.35676)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1994216,17000162622,2017162622,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/9/2017 13:30,11XX BLOCK OF 23 AV,C,C3,8800.101,-122.303,47.61227,"(47.612267, -122.30273)","PANHANDLING, AGGRESSIVE",DISTURBANCES,DISTURBANCES,
1994218,17000162544,2017162544,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 13:26,AIRPORT WY S / S MASSACHUSETTS ST,O,O1,9300.104,-122.321,47.58822,"(47.588223, -122.321396)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1994195,17000162686,2017162686,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 13:23,7XX BLOCK OF QUEEN ANNE AV N,Q,Q3,7000.302,-122.357,47.62558,"(47.625584, -122.356705)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994200,17000162652,2017162652,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/9/2017 13:20,9XX BLOCK OF 2 AV,K,K1,8100.103,-122.335,47.6048,"(47.6048, -122.3348)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1994198,17000162659,2017162659,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 13:17,1 AV / PIKE ST,M,M1,8100.3,-122.34,47.60882,"(47.608818, -122.34002)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1994196,17000162666,2017162666,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/9/2017 13:07,14XX BLOCK OF ALASKAN WY,M,M1,8100.102,-122.342,47.60726,"(47.607258, -122.34175)",LIQUOR VIOLATIONS - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1994197,17000162664,2017162664,161,TRESPASS,TRESPASS,TRESPASS,5/9/2017 13:05,XX BLOCK OF YESLER WY,K,K2,9200.201,-122.335,47.60172,"(47.601723, -122.334526)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1994204,17000162631,2017162631,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 13:05,4 AV / SENECA ST,K,K1,8100.202,-122.334,47.60751,"(47.607513, -122.33422)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 12:49
1994199,17000162654,2017162654,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/9/2017 13:05,88XX BLOCK OF DELRIDGE WY SW,F,F2,11402.1,-122.36,47.52399,"(47.523994, -122.36048)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994185,17000162592,2017162592,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 13:03,65XX BLOCK OF 15 AV NW,J,J2,3300.502,-122.377,47.67682,"(47.676823, -122.37676)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1994190,17000162535,2017162535,161,TRESPASS,TRESPASS,TRESPASS,5/9/2017 12:59,1XX BLOCK OF PINE ST,M,M1,8100.3,-122.34,47.61005,"(47.610046, -122.34037)",TRESPASS,TRESPASS,TRESPASS,
1994181,17000162638,2017162638,161,TRESPASS,TRESPASS,TRESPASS,5/9/2017 12:58,PIKE PL / STEWART ST,M,M1,8100.301,-122.342,47.60963,"(47.609634, -122.34217)",TRESPASS,TRESPASS,TRESPASS,
1994194,17000162421,2017162421,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/9/2017 12:54,123XX BLOCK OF 15 AV NE,L,L1,700.3004,-122.313,47.71851,"(47.71851, -122.312645)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/9/2017 10:39
1994189,17000162546,2017162546,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 12:53,37XX BLOCK OF S HUDSON ST,R,R3,10300.5,-122.285,47.55704,"(47.55704, -122.285385)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/9/2017 12:07
1994184,17000162603,2017162603,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 12:52,E MADISON ST / E JOHN ST,C,C2,7700.4,-122.301,47.62016,"(47.620163, -122.30112)",ILLEGAL DUMPING,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1994187,17000162569,2017162569,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/9/2017 12:52,44XX BLOCK OF RAINIER AV S,R,R3,10100.2,-122.288,47.56346,"(47.563457, -122.28801)",TRESPASS,TRESPASS,TRESPASS,
1994182,17000162632,2017162632,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/9/2017 12:51,41XX BLOCK OF STONE WY N,B,B3,5000.201,-122.342,47.65743,"(47.657433, -122.34234)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1994193,17000162462,2017162462,161,TRESPASS,TRESPASS,TRESPASS,5/9/2017 12:50,17XX BLOCK OF 22 AV S,R,R2,9400.204,-122.304,47.58732,"(47.587322, -122.303856)",TRESPASS,TRESPASS,TRESPASS,5/9/2017 12:15
1994188,17000162560,2017162560,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",5/9/2017 12:50,50XX BLOCK OF 25 AV SW,F,F1,10800.3,-122.364,47.55638,"(47.556377, -122.36427)","PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",5/9/2017 11:53
1994191,17000162486,2017162486,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,5/9/2017 12:48,38XX BLOCK OF LINDEN AV N,B,B2,4900.201,-122.349,47.65343,"(47.65343, -122.34859)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1994179,17000162641,2017162641,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/9/2017 12:46,3XX BLOCK OF PINE ST,M,M2,8100.2,-122.338,47.61097,"(47.610973, -122.33815)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1994183,17000162626,2017162626,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,5/9/2017 12:45,STEWART ST / PIKE PL,M,M1,8100.301,-122.342,47.60963,"(47.609634, -122.34217)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1994186,17000162578,2017162578,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/9/2017 12:45,4XX BLOCK OF 10 AV,G,G1,8600.202,-122.319,47.60571,"(47.605705, -122.31941)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
