Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
41760238,E41,4049179,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:16,6/24/2004 14:19,6/24/2004 14:19,6/24/2004 14:19,,,,Other,6/24/2004 14:20,GEARY ST/JONES ST,SF,94102,B01,3,1462,3,3,3,TRUE,,1,ENGINE,4,1,6,Tenderloin,"(37.7867297440174, -122.413161444464)",041760238-E41
41760238,M41,4049179,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:16,6/24/2004 14:19,6/24/2004 14:19,6/24/2004 14:21,,,,Other,6/24/2004 14:23,GEARY ST/JONES ST,SF,94102,B01,3,1462,3,3,3,TRUE,,1,MEDIC,1,1,6,Tenderloin,"(37.7867297440174, -122.413161444464)",041760238-M41
41760238,T03,4049179,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:16,6/24/2004 14:19,6/24/2004 14:19,,,,,Other,6/24/2004 14:20,GEARY ST/JONES ST,SF,94102,B01,3,1462,3,3,3,FALSE,,1,TRUCK,3,1,6,Tenderloin,"(37.7867297440174, -122.413161444464)",041760238-T03
41760244,B04,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:35,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,CHIEF,2,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-B04
41760244,B07,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:31,,,,Other,6/24/2004 14:32,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,CHIEF,9,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-B07
41760244,D2,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:26,6/24/2004 14:28,,,Other,6/24/2004 14:35,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,CHIEF,3,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-D2
41760244,E05,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:26,6/24/2004 14:28,,,Other,6/24/2004 14:36,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,TRUE,,1,ENGINE,1,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-E05
41760244,E06,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:33,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,TRUE,,1,ENGINE,7,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-E06
41760244,E21,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,6/24/2004 14:28,,,Other,6/24/2004 14:35,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,ENGINE,4,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-E21
41760244,M05,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:28,,,,Other,6/24/2004 14:31,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,MEDIC,11,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-M05
41760244,RS1,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:34,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,RESCUE SQUAD,6,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-RS1
41760244,SO1,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:34,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,SUPPORT,5,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-SO1
41760244,T05,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:31,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,TRUCK,10,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-T05
41760244,T06,4049181,Structure Fire,6/24/2004,6/24/2004,6/24/2004 14:24,6/24/2004 14:25,6/24/2004 14:26,6/24/2004 14:27,,,,Other,6/24/2004 14:32,1000 Block of FULTON ST,SF,94117,B05,5,3626,3,3,3,FALSE,,1,TRUCK,8,5,5,Western Addition,"(37.7774397499102, -122.434052229996)",041760244-T06
41760250,B04,4049182,Alarms,6/24/2004,6/24/2004,6/24/2004 14:35,6/24/2004 14:36,6/24/2004 14:37,6/24/2004 14:38,6/24/2004 14:39,,,Other,6/24/2004 14:46,3700 Block of WEBSTER ST,SF,94123,B04,16,3454,3,3,3,FALSE,,1,CHIEF,2,4,2,Marina,"(37.8052316974033, -122.435382934507)",041760250-B04
41760250,E16,4049182,Alarms,6/24/2004,6/24/2004,6/24/2004 14:35,6/24/2004 14:36,6/24/2004 14:37,6/24/2004 14:38,6/24/2004 14:39,,,Other,6/24/2004 14:42,3700 Block of WEBSTER ST,SF,94123,B04,16,3454,3,3,3,TRUE,,1,ENGINE,3,4,2,Marina,"(37.8052316974033, -122.435382934507)",041760250-E16
41760250,T16,4049182,Alarms,6/24/2004,6/24/2004,6/24/2004 14:35,6/24/2004 14:36,6/24/2004 14:37,6/24/2004 14:37,6/24/2004 14:39,,,Other,6/24/2004 14:49,3700 Block of WEBSTER ST,SF,94123,B04,16,3454,3,3,3,FALSE,,1,TRUCK,1,4,2,Marina,"(37.8052316974033, -122.435382934507)",041760250-T16
41760252,E41,4049183,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:38,6/24/2004 14:39,6/24/2004 14:40,6/24/2004 14:41,,,,Other,6/24/2004 14:42,800 Block of OFARRELL ST,SF,94109,B04,3,1642,3,3,3,TRUE,,1,ENGINE,2,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",041760252-E41
41760252,M41,4049183,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:38,6/24/2004 14:39,6/24/2004 14:40,6/24/2004 14:42,,,,Other,6/24/2004 14:43,800 Block of OFARRELL ST,SF,94109,B04,3,1642,3,3,3,TRUE,,1,MEDIC,1,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",041760252-M41
41760252,T03,4049183,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:38,6/24/2004 14:39,6/24/2004 14:40,6/24/2004 14:41,,,,Other,6/24/2004 14:42,800 Block of OFARRELL ST,SF,94109,B04,3,1642,3,3,3,FALSE,,1,TRUCK,3,2,6,Tenderloin,"(37.7850094895368, -122.418713807613)",041760252-T03
41760255,E10,4049184,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:51,6/24/2004 14:53,6/24/2004 14:54,6/24/2004 14:56,6/24/2004 14:57,,,Other,6/24/2004 15:04,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,FALSE,,1,ENGINE,2,5,5,Japantown,"(37.7833263288474, -122.44032487616)",041760255-E10
41760255,M10,4049184,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:51,6/24/2004 14:53,6/24/2004 14:54,,6/24/2004 14:58,6/24/2004 15:09,6/24/2004 15:23,Other,6/24/2004 15:33,2200 Block of GEARY BLVD,SF,94115,B05,10,4154,3,3,3,TRUE,,1,MEDIC,1,5,5,Japantown,"(37.7833263288474, -122.44032487616)",041760255-M10
41760256,E41,4049185,Citizen Assist / Service Call,6/24/2004,6/24/2004,6/24/2004 14:52,6/24/2004 14:54,6/24/2004 14:55,6/24/2004 14:55,6/24/2004 14:57,,,Other,6/24/2004 15:12,1400 Block of WASHINGTON ST,SF,94109,B01,41,1564,3,3,3,TRUE,,1,ENGINE,1,1,3,Russian Hill,"(37.7938421754773, -122.417124644242)",041760256-E41
41760259,B03,4049186,Alarms,6/24/2004,6/24/2004,6/24/2004 14:58,6/24/2004 15:00,6/24/2004 15:00,6/24/2004 15:01,,,,Other,6/24/2004 15:04,800 Block of MISSION ST,SF,94103,B03,1,2213,3,3,3,FALSE,,1,CHIEF,3,3,6,South of Market,"(37.7842816168857, -122.404614647152)",041760259-B03
41760259,E08,4049186,Alarms,6/24/2004,6/24/2004,6/24/2004 14:58,6/24/2004 15:00,6/24/2004 15:00,6/24/2004 15:00,6/24/2004 15:02,,,Other,6/24/2004 15:12,800 Block of MISSION ST,SF,94103,B03,1,2213,3,3,3,TRUE,,1,ENGINE,1,3,6,South of Market,"(37.7842816168857, -122.404614647152)",041760259-E08
41760259,T08,4049186,Alarms,6/24/2004,6/24/2004,6/24/2004 14:58,6/24/2004 15:00,6/24/2004 15:00,6/24/2004 15:02,,,,Other,6/24/2004 15:04,800 Block of MISSION ST,SF,94103,B03,1,2213,3,3,3,FALSE,,1,TRUCK,2,3,6,South of Market,"(37.7842816168857, -122.404614647152)",041760259-T08
41760260,E01,4049187,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:59,6/24/2004 15:02,6/24/2004 15:02,6/24/2004 15:05,6/24/2004 15:05,,,Other,6/24/2004 15:16,800 Block of HOWARD ST,SF,94103,B03,1,2245,3,3,3,TRUE,,1,ENGINE,2,3,6,South of Market,"(37.7823404680537, -122.40377191669)",041760260-E01
41760260,M01,4049187,Medical Incident,6/24/2004,6/24/2004,6/24/2004 14:59,6/24/2004 15:02,6/24/2004 15:02,6/24/2004 15:03,6/24/2004 15:05,6/24/2004 15:22,6/24/2004 15:41,Other,6/24/2004 16:07,800 Block of HOWARD ST,SF,94103,B03,1,2245,3,3,3,TRUE,,1,MEDIC,1,3,6,South of Market,"(37.7823404680537, -122.40377191669)",041760260-M01
41760262,E42,4049188,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:06,6/24/2004 15:08,6/24/2004 15:09,6/24/2004 15:10,6/24/2004 15:11,,,Other,6/24/2004 15:16,0 Block of TOPEKA AVE,SF,94124,B10,42,6454,3,3,3,TRUE,,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.7345854632984, -122.40017736431)",041760262-E42
41760262,M17,4049188,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:06,6/24/2004 15:08,6/24/2004 15:09,6/24/2004 15:10,6/24/2004 15:13,6/24/2004 15:22,6/24/2004 15:45,Other,6/24/2004 16:20,0 Block of TOPEKA AVE,SF,94124,B10,42,6454,3,3,3,TRUE,,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7345854632984, -122.40017736431)",041760262-M17
41760263,E11,4049189,Citizen Assist / Service Call,6/24/2004,6/24/2004,6/24/2004 15:11,6/24/2004 15:15,6/24/2004 15:15,,6/24/2004 15:38,6/24/2004 15:17,,Other,6/24/2004 15:41,0 Block of COLERIDGE ST,SF,94110,B06,11,5662,2,2,2,TRUE,,1,ENGINE,1,6,9,Bernal Heights,"(37.7454174259263, -122.41853201294)",041760263-E11
41760268,B01,4049191,Alarms,6/24/2004,6/24/2004,6/24/2004 15:26,6/24/2004 15:27,6/24/2004 15:28,6/24/2004 15:29,6/24/2004 15:31,,,Other,6/24/2004 15:37,1100 Block of SACRAMENTO ST,SF,94108,B01,41,1414,3,3,3,FALSE,,1,CHIEF,3,1,3,Nob Hill,"(37.7927592488818, -122.411464544103)",041760268-B01
41760268,E41,4049191,Alarms,6/24/2004,6/24/2004,6/24/2004 15:26,6/24/2004 15:27,6/24/2004 15:28,6/24/2004 15:29,6/24/2004 15:31,,,Other,6/24/2004 15:39,1100 Block of SACRAMENTO ST,SF,94108,B01,41,1414,3,3,3,TRUE,,1,ENGINE,1,1,3,Nob Hill,"(37.7927592488818, -122.411464544103)",041760268-E41
41760268,T02,4049191,Alarms,6/24/2004,6/24/2004,6/24/2004 15:26,6/24/2004 15:27,6/24/2004 15:28,6/24/2004 15:29,6/24/2004 15:33,,,Other,6/24/2004 15:38,1100 Block of SACRAMENTO ST,SF,94108,B01,41,1414,3,3,3,FALSE,,1,TRUCK,2,1,3,Nob Hill,"(37.7927592488818, -122.411464544103)",041760268-T02
41760272,E26,4049194,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:34,6/24/2004 15:34,6/24/2004 15:34,,6/24/2004 15:34,,,Other,6/24/2004 16:15,0 Block of DIGBY ST,SF,94131,B06,26,8117,3,3,3,FALSE,,1,ENGINE,1,6,8,Glen Park,"(37.7391825829305, -122.432232899438)",041760272-E26
41760272,M32,4049194,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:34,6/24/2004 15:34,6/24/2004 15:34,6/24/2004 15:35,6/24/2004 15:43,6/24/2004 16:06,,Other,6/24/2004 16:10,0 Block of DIGBY ST,SF,94131,B06,26,8117,3,3,3,TRUE,,1,MEDIC,2,6,8,Glen Park,"(37.7391825829305, -122.432232899438)",041760272-M32
41760273,E01,4049195,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:34,6/24/2004 15:35,6/24/2004 15:35,,,,,Other,6/24/2004 15:37,MARKET ST/POWELL ST,SF,94103,B03,1,1364,3,3,3,TRUE,,1,ENGINE,2,3,3,Financial District/South Beach,"(37.7845601421794, -122.407337041666)",041760273-E01
41760273,M03,4049195,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:34,6/24/2004 15:35,6/24/2004 15:35,6/24/2004 15:36,6/24/2004 15:36,6/24/2004 15:50,6/24/2004 16:00,Other,6/24/2004 16:09,MARKET ST/POWELL ST,SF,94103,B03,1,1364,3,3,3,TRUE,,1,MEDIC,1,3,3,Financial District/South Beach,"(37.7845601421794, -122.407337041666)",041760273-M03
41760274,E28,4049196,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:36,6/24/2004 15:38,6/24/2004 15:38,6/24/2004 15:39,6/24/2004 15:42,,,Other,6/24/2004 15:46,2500 Block of POWELL ST,SF,94133,B01,28,943,3,3,3,TRUE,,1,ENGINE,2,1,3,North Beach,"(37.8081576930541, -122.412496867032)",041760274-E28
41760274,M28,4049196,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:36,6/24/2004 15:38,6/24/2004 15:38,6/24/2004 15:39,6/24/2004 15:41,6/24/2004 15:51,6/24/2004 16:23,Other,6/24/2004 16:44,2500 Block of POWELL ST,SF,94133,B01,28,943,3,3,3,TRUE,,1,MEDIC,1,1,3,North Beach,"(37.8081576930541, -122.412496867032)",041760274-M28
41760275,M29,4049198,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:38,6/24/2004 15:39,6/24/2004 15:43,,,,,Other,6/24/2004 15:45,2600 Block of MISSION ST,SF,94110,B06,7,5472,1,1,2,TRUE,,1,MEDIC,1,6,9,Mission,"(37.7546325890357, -122.41873973942)",041760275-M29
41760276,93,4049197,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:36,6/24/2004 15:39,6/24/2004 15:40,6/24/2004 15:40,6/24/2004 15:46,6/24/2004 16:14,,Other,6/24/2004 17:08,2600 Block of MISSION ST,SF,94110,B06,7,5472,E,E,3,TRUE,,1,MEDIC,1,6,9,Mission,"(37.7546325890357, -122.41873973942)",041760276-93
41760276,RC3,4049197,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:36,6/24/2004 15:39,6/24/2004 15:40,,6/24/2004 15:49,,,Other,6/24/2004 16:14,2600 Block of MISSION ST,SF,94110,B06,7,5472,E,E,3,TRUE,,1,RESCUE CAPTAIN,2,6,9,Mission,"(37.7546325890357, -122.41873973942)",041760276-RC3
41760279,K917,4049199,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:44,6/24/2004 15:46,6/24/2004 15:47,,6/24/2004 15:58,6/24/2004 16:33,6/24/2004 16:40,Other,,2000 Block of FULTON ST,SF,94117,B05,21,4522,2,2,2,FALSE,,1,PRIVATE,1,5,5,Lone Mountain/USF,"(37.775228331388, -122.450521539657)",041760279-K917
41760281,E07,4049200,Structure Fire,6/24/2004,6/24/2004,6/24/2004 15:50,6/24/2004 15:50,6/24/2004 15:51,6/24/2004 15:52,6/24/2004 15:54,,,Other,6/24/2004 15:55,22ND ST/BRYANT ST,SF,94110,B06,7,5474,3,3,3,TRUE,,1,ENGINE,1,6,9,Mission,"(37.7559984420071, -122.409433069774)",041760281-E07
41760281,T09,4049200,Structure Fire,6/24/2004,6/24/2004,6/24/2004 15:50,6/24/2004 15:50,6/24/2004 15:51,6/24/2004 15:52,,,,Other,6/24/2004 15:55,22ND ST/BRYANT ST,SF,94110,B06,7,5474,3,3,3,FALSE,,1,TRUCK,2,6,9,Mission,"(37.7559984420071, -122.409433069774)",041760281-T09
41760282,E38,4049201,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:52,6/24/2004 15:53,6/24/2004 15:54,6/24/2004 15:54,6/24/2004 15:55,,,Other,6/24/2004 16:09,1600 Block of POST ST,SF,94115,B04,38,3364,3,3,3,TRUE,,1,ENGINE,2,4,5,Japantown,"(37.7856200211531, -122.428953785897)",041760282-E38
41760282,M38,4049201,Medical Incident,6/24/2004,6/24/2004,6/24/2004 15:52,6/24/2004 15:53,6/24/2004 15:54,6/24/2004 15:55,6/24/2004 15:56,6/24/2004 16:03,,Other,6/24/2004 16:36,1600 Block of POST ST,SF,94115,B04,38,3364,3,3,3,TRUE,,1,MEDIC,1,4,5,Japantown,"(37.7856200211531, -122.428953785897)",041760282-M38
41760283,E07,4049202,Traffic Collision,6/24/2004,6/24/2004,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:03,,,,Other,6/24/2004 16:05,21ST ST/POTRERO AV,SF,94110,B10,7,2553,3,3,3,TRUE,,1,ENGINE,1,10,10,Potrero Hill,"(37.7577620587984, -122.406799738992)",041760283-E07
41760283,M07,4049202,Traffic Collision,6/24/2004,6/24/2004,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:02,6/24/2004 16:03,,,Other,6/24/2004 16:05,21ST ST/POTRERO AV,SF,94110,B10,7,2553,3,3,3,TRUE,,1,MEDIC,2,10,10,Potrero Hill,"(37.7577620587984, -122.406799738992)",041760283-M07
41760283,RS2,4049202,Traffic Collision,6/24/2004,6/24/2004,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:01,6/24/2004 16:02,6/24/2004 16:04,,,Other,6/24/2004 16:05,21ST ST/POTRERO AV,SF,94110,B10,7,2553,3,3,3,FALSE,,1,RESCUE SQUAD,3,10,10,Potrero Hill,"(37.7577620587984, -122.406799738992)",041760283-RS2
41760284,E19,4049203,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:03,6/24/2004 16:06,6/24/2004 16:06,6/24/2004 16:07,6/24/2004 16:11,,,Other,6/24/2004 16:13,2600 Block of 19TH AVE,SF,94116,B08,40,7414,3,3,3,TRUE,,1,ENGINE,2,8,7,West of Twin Peaks,"(37.7383937747552, -122.475208337551)",041760284-E19
41760284,M18,4049203,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:03,6/24/2004 16:06,6/24/2004 16:06,6/24/2004 16:07,6/24/2004 16:11,,,Other,6/24/2004 16:14,2600 Block of 19TH AVE,SF,94116,B08,40,7414,3,3,3,TRUE,,1,MEDIC,1,8,7,West of Twin Peaks,"(37.7383937747552, -122.475208337551)",041760284-M18
41760285,E01,4049204,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:05,6/24/2004 16:08,6/24/2004 16:09,6/24/2004 16:11,,,,Other,6/24/2004 16:18,5TH ST/MARKET ST,SF,94103,B03,1,1364,3,3,3,TRUE,,1,ENGINE,2,3,6,South of Market,"(37.7839914857614, -122.408066547804)",041760285-E01
41760285,M01,4049204,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:05,6/24/2004 16:08,6/24/2004 16:09,,,,,Other,6/24/2004 16:11,5TH ST/MARKET ST,SF,94103,B03,1,1364,3,3,3,TRUE,,1,MEDIC,3,3,6,South of Market,"(37.7839914857614, -122.408066547804)",041760285-M01
41760285,M03,4049204,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:05,6/24/2004 16:08,6/24/2004 16:09,6/24/2004 16:10,6/24/2004 16:13,6/24/2004 16:22,,Other,6/24/2004 16:38,5TH ST/MARKET ST,SF,94103,B03,1,1364,3,3,3,TRUE,,1,MEDIC,1,3,6,South of Market,"(37.7839914857614, -122.408066547804)",041760285-M03
41760286,E11,4049205,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:05,6/24/2004 16:08,6/24/2004 16:10,6/24/2004 16:14,,6/24/2004 16:15,,Other,6/24/2004 16:16,2700 Block of MISSION ST,SF,94110,B06,11,5525,3,3,3,TRUE,,1,ENGINE,2,6,9,Mission,"(37.7530339738059, -122.418588598473)",041760286-E11
41760286,M07,4049205,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:05,6/24/2004 16:08,6/24/2004 16:10,6/24/2004 16:11,6/24/2004 16:12,6/24/2004 16:50,,Other,6/24/2004 17:14,2700 Block of MISSION ST,SF,94110,B06,11,5525,3,3,3,TRUE,,1,MEDIC,1,6,9,Mission,"(37.7530339738059, -122.418588598473)",041760286-M07
41760291,E13,4049208,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:16,6/24/2004 16:18,6/24/2004 16:20,6/24/2004 16:21,6/24/2004 16:23,,,Other,6/24/2004 16:27,800 Block of MARKET ST,SF,94102,B03,1,1322,3,3,3,TRUE,,1,ENGINE,4,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",041760291-E13
41760291,M13,4049208,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:16,6/24/2004 16:18,6/24/2004 16:20,6/24/2004 16:22,6/24/2004 16:31,6/24/2004 16:31,,Other,6/24/2004 17:07,800 Block of MARKET ST,SF,94102,B03,1,1322,3,3,3,TRUE,,1,MEDIC,1,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",041760291-M13
41760291,RC1,4049208,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:16,6/24/2004 16:18,6/24/2004 16:20,,6/24/2004 16:23,,,Other,6/24/2004 16:33,800 Block of MARKET ST,SF,94102,B03,1,1322,3,3,3,FALSE,,1,RESCUE CAPTAIN,2,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",041760291-RC1
41760291,RS1,4049208,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:16,6/24/2004 16:18,6/24/2004 16:20,,6/24/2004 16:23,,,Other,6/24/2004 16:31,800 Block of MARKET ST,SF,94102,B03,1,1322,3,3,3,FALSE,,1,RESCUE SQUAD,3,3,3,Financial District/South Beach,"(37.7852197348475, -122.406674658987)",041760291-RS1
41760292,E01,4049206,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:17,6/24/2004 16:18,6/24/2004 16:18,,6/24/2004 16:21,,,Other,6/24/2004 16:27,100 Block of 7TH ST,SF,94103,B02,1,2315,3,3,3,TRUE,,1,ENGINE,2,3,6,South of Market,"(37.7786395920196, -122.410120840963)",041760292-E01
41760292,M36,4049206,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:17,6/24/2004 16:18,6/24/2004 16:18,6/24/2004 16:19,6/24/2004 16:24,,,Other,6/24/2004 16:27,100 Block of 7TH ST,SF,94103,B02,1,2315,3,3,3,TRUE,,1,MEDIC,1,3,6,South of Market,"(37.7786395920196, -122.410120840963)",041760292-M36
41760293,E28,4049207,Structure Fire,6/24/2004,6/24/2004,6/24/2004 16:18,6/24/2004 16:18,6/24/2004 16:19,6/24/2004 16:20,6/24/2004 16:22,,,Other,6/24/2004 16:22,CHESTNUT ST/JONES ST,SF,94133,B01,28,1515,3,3,3,TRUE,,1,ENGINE,1,1,3,Russian Hill,"(37.8033479668451, -122.416510772611)",041760293-E28
41760293,T02,4049207,Structure Fire,6/24/2004,6/24/2004,6/24/2004 16:18,6/24/2004 16:18,6/24/2004 16:19,6/24/2004 16:20,,,,Other,6/24/2004 16:22,CHESTNUT ST/JONES ST,SF,94133,B01,28,1515,3,3,3,FALSE,,1,TRUCK,2,1,3,Russian Hill,"(37.8033479668451, -122.416510772611)",041760293-T02
41760295,E41,4049209,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:19,6/24/2004 16:22,6/24/2004 16:24,6/24/2004 16:25,6/24/2004 16:29,,,Other,6/24/2004 16:29,GRANT AV/MARKET ST,SF,94103,B01,1,1241,3,3,3,TRUE,,1,ENGINE,1,1,6,Financial District/South Beach,"(37.7867305655456, -122.4045833182)",041760295-E41
41760295,K1076,4049209,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:19,6/24/2004 16:22,6/24/2004 16:24,,6/24/2004 16:25,,,Other,6/24/2004 16:28,GRANT AV/MARKET ST,SF,94103,B01,1,1241,3,3,3,TRUE,,1,PRIVATE,2,1,6,Financial District/South Beach,"(37.7867305655456, -122.4045833182)",041760295-K1076
41760296,E05,4049210,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:22,6/24/2004 16:24,6/24/2004 16:25,6/24/2004 16:26,6/24/2004 16:29,,,Other,6/24/2004 16:38,700 Block of POLK ST,SF,94109,B02,3,3115,3,3,3,TRUE,,1,ENGINE,2,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",041760296-E05
41760296,M05,4049210,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:22,6/24/2004 16:24,6/24/2004 16:25,6/24/2004 16:26,6/24/2004 16:28,6/24/2004 16:40,6/24/2004 16:46,Other,6/24/2004 17:42,700 Block of POLK ST,SF,94109,B02,3,3115,3,3,3,FALSE,,1,MEDIC,1,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",041760296-M05
41760296,T03,4049210,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:22,6/24/2004 16:24,6/24/2004 16:25,6/24/2004 16:26,6/24/2004 16:27,,,Other,6/24/2004 16:36,700 Block of POLK ST,SF,94109,B02,3,3115,3,3,3,FALSE,,1,TRUCK,3,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",041760296-T03
41760297,E36,4049211,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:23,6/24/2004 16:27,6/24/2004 16:28,,,,,Other,,700 Block of POLK ST,SF,94109,B02,3,3115,3,3,3,TRUE,,1,ENGINE,1,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",041760297-E36
41760297,M36,4049211,Medical Incident,6/24/2004,6/24/2004,6/24/2004 16:23,6/24/2004 16:27,6/24/2004 16:28,,,,,Other,,700 Block of POLK ST,SF,94109,B02,3,3115,3,3,3,TRUE,,1,MEDIC,2,2,6,Tenderloin,"(37.7833430636234, -122.419159190984)",041760297-M36
