Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
122740321,E17,12090507,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:17:02 PM,09/30/2012 07:19:03 PM,09/30/2012 07:19:28 PM,,,,,Other,09/30/2012 07:26:57 PM,0 Block of ARDATH CT,SF,94124,B10,17,6624,3,3,3,true,Non Life-threatening,1,ENGINE,4,10,10,Bayview Hunters Point,"(37.7345025151708, -122.382247020863)",122740321-E17
122740321,T17,12090507,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:17:02 PM,09/30/2012 07:19:03 PM,09/30/2012 07:19:28 PM,09/30/2012 07:21:06 PM,09/30/2012 07:25:23 PM,,,Other,09/30/2012 07:32:04 PM,0 Block of ARDATH CT,SF,94124,B10,17,6624,3,3,3,false,Non Life-threatening,1,TRUCK,1,10,10,Bayview Hunters Point,"(37.7345025151708, -122.382247020863)",122740321-T17
122740322,E06,12090508,Outside Fire,09/30/2012,09/30/2012,09/30/2012 07:17:27 PM,09/30/2012 07:19:33 PM,09/30/2012 07:20:01 PM,09/30/2012 07:20:46 PM,09/30/2012 07:21:14 PM,,,Fire,09/30/2012 07:24:02 PM,CHURCH ST/MARKET ST,SF,94114,B02,06,5213,3,3,3,true,Fire,1,ENGINE,1,2,8,Castro/Upper Market,"(37.7675044595983, -122.428948567606)",122740322-E06
122740323,E06,12090509,Structure Fire,09/30/2012,09/30/2012,09/30/2012 07:22:18 PM,09/30/2012 07:22:19 PM,09/30/2012 07:22:24 PM,09/30/2012 07:25:07 PM,,,,Other,09/30/2012 07:26:05 PM,18TH ST/CASTRO ST,SF,94114,B05,06,5416,3,3,3,true,Alarm,1,ENGINE,2,5,8,Castro/Upper Market,"(37.7608889330375, -122.435000702713)",122740323-E06
122740323,E24,12090509,Structure Fire,09/30/2012,09/30/2012,09/30/2012 07:22:18 PM,09/30/2012 07:22:19 PM,09/30/2012 07:22:24 PM,09/30/2012 07:23:47 PM,,,,Other,09/30/2012 07:25:45 PM,18TH ST/CASTRO ST,SF,94114,B05,06,5416,3,3,3,true,Alarm,1,ENGINE,3,5,8,Castro/Upper Market,"(37.7608889330375, -122.435000702713)",122740323-E24
122740323,T06,12090509,Structure Fire,09/30/2012,09/30/2012,09/30/2012 07:22:18 PM,09/30/2012 07:22:19 PM,09/30/2012 07:22:24 PM,09/30/2012 07:24:04 PM,09/30/2012 07:25:49 PM,,,Other,09/30/2012 07:26:05 PM,18TH ST/CASTRO ST,SF,94114,B05,06,5416,3,3,3,false,Alarm,1,TRUCK,1,5,8,Castro/Upper Market,"(37.7608889330375, -122.435000702713)",122740323-T06
122740324,87,12090510,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:21:44 PM,09/30/2012 07:22:21 PM,09/30/2012 07:22:49 PM,09/30/2012 07:23:02 PM,09/30/2012 07:28:07 PM,09/30/2012 07:49:36 PM,09/30/2012 08:08:34 PM,Code 2 Transport,09/30/2012 08:24:39 PM,300 Block of ORIZABA AVE,SF,94132,B09,33,8415,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7145953647927, -122.462674073198)",122740324-87
122740324,E33,12090510,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:21:44 PM,09/30/2012 07:22:21 PM,09/30/2012 07:22:49 PM,09/30/2012 07:24:20 PM,09/30/2012 07:26:23 PM,,,Other,09/30/2012 07:43:43 PM,300 Block of ORIZABA AVE,SF,94132,B09,33,8415,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7145953647927, -122.462674073198)",122740324-E33
122740325,T02,12090511,Other,09/30/2012,09/30/2012,09/30/2012 07:26:30 PM,09/30/2012 07:29:37 PM,09/30/2012 07:29:52 PM,09/30/2012 07:31:03 PM,09/30/2012 07:34:19 PM,,,No Merit,09/30/2012 07:41:46 PM,2500 Block of POWELL ST,SF,94133,B01,28,0943,3,3,3,false,Alarm,1,TRUCK,1,1,3,North Beach,"(37.8081576930541, -122.412496867032)",122740325-T02
122740326,59,12090512,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:29:08 PM,09/30/2012 07:32:03 PM,09/30/2012 07:32:21 PM,09/30/2012 07:32:41 PM,09/30/2012 07:42:10 PM,,,No Merit,09/30/2012 07:49:33 PM,3RD ST/LA SALLE AV,SF,94124,B10,17,6515,1,3,3,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7371695334489, -122.389864463351)",122740326-59
122740326,E17,12090512,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:29:08 PM,09/30/2012 07:32:03 PM,09/30/2012 07:32:21 PM,09/30/2012 07:36:35 PM,09/30/2012 07:38:49 PM,,,Other,09/30/2012 07:48:02 PM,3RD ST/LA SALLE AV,SF,94124,B10,17,6515,1,3,3,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7371695334489, -122.389864463351)",122740326-E17
122740327,58,12090513,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:33:29 PM,09/30/2012 07:33:51 PM,09/30/2012 07:34:22 PM,09/30/2012 07:35:14 PM,09/30/2012 07:52:55 PM,,,No Merit,09/30/2012 07:58:03 PM,CALL BOX: SAN JOSE AV/SANTA YNEZ AV,SF,94112,B09,15,8276,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Outer Mission,"(37.7258249736518, -122.442324422614)",122740327-58
122740328,55,12090514,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:32:39 PM,09/30/2012 07:36:01 PM,09/30/2012 07:36:16 PM,09/30/2012 07:36:54 PM,09/30/2012 07:41:54 PM,09/30/2012 07:49:43 PM,09/30/2012 08:03:46 PM,Code 2 Transport,09/30/2012 07:37:23 PM,POWELL ST/GEARY ST,SF,94102,B01,01,1362,1,1,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7873592619506, -122.408226727064)",122740328-55
122740328,E01,12090514,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:32:39 PM,09/30/2012 07:36:01 PM,09/30/2012 07:36:16 PM,09/30/2012 07:37:28 PM,,,,Other,09/30/2012 07:48:22 PM,POWELL ST/GEARY ST,SF,94102,B01,01,1362,1,1,2,true,Non Life-threatening,1,ENGINE,2,1,3,Financial District/South Beach,"(37.7873592619506, -122.408226727064)",122740328-E01
122740329,83,12090515,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:35:58 PM,09/30/2012 07:37:17 PM,09/30/2012 07:37:36 PM,09/30/2012 07:38:12 PM,09/30/2012 07:44:12 PM,09/30/2012 08:08:13 PM,09/30/2012 08:10:27 PM,Code 2 Transport,09/30/2012 08:37:06 PM,1800 Block of PAGE ST,SF,94117,B05,12,4533,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,5,5,Haight Ashbury,"(37.7704702918761, -122.451242157147)",122740329-83
122740329,E12,12090515,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:35:58 PM,09/30/2012 07:37:17 PM,09/30/2012 07:37:36 PM,09/30/2012 07:38:51 PM,09/30/2012 07:45:55 PM,,,Other,09/30/2012 07:58:56 PM,1800 Block of PAGE ST,SF,94117,B05,12,4533,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,5,5,Haight Ashbury,"(37.7704702918761, -122.451242157147)",122740329-E12
122740330,T12,12090516,Citizen Assist / Service Call,09/30/2012,09/30/2012,09/30/2012 07:37:06 PM,09/30/2012 07:39:20 PM,09/30/2012 07:39:27 PM,09/30/2012 07:40:42 PM,09/30/2012 07:42:36 PM,,,Other,09/30/2012 07:49:04 PM,1700 Block of WALLER ST,SF,94117,B05,12,4552,3,3,3,false,Alarm,1,TRUCK,1,5,5,Haight Ashbury,"(37.7682837349171, -122.452502140464)",122740330-T12
122740331,E03,12090517,Structure Fire,09/30/2012,09/30/2012,09/30/2012 07:39:21 PM,09/30/2012 07:39:21 PM,09/30/2012 07:39:54 PM,09/30/2012 07:40:49 PM,09/30/2012 07:41:52 PM,,,Other,09/30/2012 07:42:00 PM,600 Block of HYDE ST,SF,94109,B04,03,1556,3,3,3,true,Alarm,1,ENGINE,1,4,6,Tenderloin,"(37.7867864398535, -122.416475580111)",122740331-E03
122740331,T03,12090517,Structure Fire,09/30/2012,09/30/2012,09/30/2012 07:39:21 PM,09/30/2012 07:39:21 PM,09/30/2012 07:39:54 PM,09/30/2012 07:41:10 PM,,,,Other,09/30/2012 07:42:00 PM,600 Block of HYDE ST,SF,94109,B04,03,1556,3,3,3,false,Alarm,1,TRUCK,2,4,6,Tenderloin,"(37.7867864398535, -122.416475580111)",122740331-T03
122740332,92,12090518,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:40:33 PM,09/30/2012 07:41:23 PM,09/30/2012 07:41:43 PM,09/30/2012 07:42:05 PM,09/30/2012 07:47:54 PM,09/30/2012 08:10:17 PM,09/30/2012 08:39:28 PM,Code 2 Transport,09/30/2012 09:00:05 PM,1200 Block of HAMPSHIRE ST,SF,94110,B06,09,5531,3,2,2,true,Non Life-threatening,1,MEDIC,2,10,9,Mission,"(37.7521125682968, -122.407146114914)",122740332-92
122740332,E09,12090518,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:40:33 PM,09/30/2012 07:41:23 PM,09/30/2012 07:41:43 PM,09/30/2012 07:43:26 PM,09/30/2012 07:45:04 PM,,,Other,09/30/2012 07:56:30 PM,1200 Block of HAMPSHIRE ST,SF,94110,B06,09,5531,3,2,2,true,Non Life-threatening,1,ENGINE,1,10,9,Mission,"(37.7521125682968, -122.407146114914)",122740332-E09
122740333,86,12090519,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:49:29 PM,09/30/2012 07:51:53 PM,09/30/2012 07:52:19 PM,09/30/2012 07:52:29 PM,09/30/2012 07:59:33 PM,09/30/2012 08:29:02 PM,09/30/2012 08:58:47 PM,Code 2 Transport,09/30/2012 09:30:24 PM,0 Block of GOLDEN GATE AVE,SF,94102,B03,01,1454,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.782141624229, -122.411246661611)",122740333-86
122740334,94,12090520,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:53:57 PM,09/30/2012 07:54:44 PM,09/30/2012 07:54:58 PM,09/30/2012 07:55:20 PM,09/30/2012 08:13:49 PM,09/30/2012 08:36:31 PM,09/30/2012 08:53:48 PM,Code 2 Transport,09/30/2012 09:20:06 PM,VISITACION AV/BAYSHORE BL,SF,94134,B10,44,6255,2,2,2,false,Non Life-threatening,1,MEDIC,1,9,10,Bayview Hunters Point,"(37.7104092169844, -122.404226037089)",122740334-94
122740335,54,12090521,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 07:56:53 PM,09/30/2012 07:57:31 PM,09/30/2012 07:58:26 PM,09/30/2012 07:58:40 PM,,,,Other,09/30/2012 08:03:59 PM,BUSH ST/BUCHANAN ST,SF,94115,B04,38,3363,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,5,Pacific Heights,"(37.787440824427, -122.430168383127)",122740335-54
122740335,E38,12090521,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 07:56:53 PM,09/30/2012 07:57:31 PM,09/30/2012 07:58:26 PM,09/30/2012 07:59:30 PM,09/30/2012 08:01:11 PM,,,SFPD,09/30/2012 08:09:58 PM,BUSH ST/BUCHANAN ST,SF,94115,B04,38,3363,2,2,2,false,Non Life-threatening,1,ENGINE,1,4,5,Pacific Heights,"(37.787440824427, -122.430168383127)",122740335-E38
122740337,85,12090522,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:58:41 PM,09/30/2012 07:59:40 PM,09/30/2012 08:00:07 PM,09/30/2012 08:00:26 PM,,,,Other,09/30/2012 08:03:06 PM,MASON ST/PINE ST,SF,94108,B01,41,1413,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Nob Hill,"(37.7908806970808, -122.410622872864)",122740337-85
122740337,E41,12090522,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:58:41 PM,09/30/2012 07:59:40 PM,09/30/2012 08:00:07 PM,09/30/2012 08:01:12 PM,,,,Other,09/30/2012 08:02:44 PM,MASON ST/PINE ST,SF,94108,B01,41,1413,3,3,3,false,Potentially Life-Threatening,1,ENGINE,2,1,3,Nob Hill,"(37.7908806970808, -122.410622872864)",122740337-E41
122740338,59,12090523,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:57:24 PM,09/30/2012 08:01:08 PM,09/30/2012 08:02:00 PM,09/30/2012 08:02:49 PM,09/30/2012 08:02:23 PM,,,Patient Declined Transport,09/30/2012 08:41:42 PM,500 Block of 5TH ST,SF,94107,B03,08,2242,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.7776242389287, -122.39998111124)",122740338-59
122740338,E08,12090523,Medical Incident,09/30/2012,09/30/2012,09/30/2012 07:57:24 PM,09/30/2012 08:01:08 PM,09/30/2012 08:02:00 PM,09/30/2012 08:03:21 PM,09/30/2012 08:04:36 PM,,,Other,09/30/2012 08:19:18 PM,500 Block of 5TH ST,SF,94107,B03,08,2242,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7776242389287, -122.39998111124)",122740338-E08
122740339,89,12090524,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:02:28 PM,09/30/2012 08:03:51 PM,09/30/2012 08:04:16 PM,09/30/2012 08:04:40 PM,09/30/2012 08:10:18 PM,09/30/2012 08:22:52 PM,09/30/2012 08:30:18 PM,Code 2 Transport,09/30/2012 08:43:49 PM,4700 Block of MISSION ST,SF,94112,B09,43,6121,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Excelsior,"(37.7219915768943, -122.436749760121)",122740339-89
122740340,E14,12090525,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:04:47 PM,09/30/2012 08:05:12 PM,09/30/2012 08:05:46 PM,09/30/2012 08:06:40 PM,09/30/2012 08:09:38 PM,,,Other,09/30/2012 08:22:01 PM,200 Block of 30TH AVE,SF,94121,B07,14,7236,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,7,2,Seacliff,"(37.7847377854857, -122.490376822935)",122740340-E14
122740340,KM11,12090525,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:04:47 PM,09/30/2012 08:05:12 PM,09/30/2012 08:05:46 PM,09/30/2012 08:06:15 PM,09/30/2012 08:10:11 PM,09/30/2012 08:24:01 PM,09/30/2012 08:32:31 PM,Code 2 Transport,09/30/2012 08:48:59 PM,200 Block of 30TH AVE,SF,94121,B07,14,7236,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,7,2,Seacliff,"(37.7847377854857, -122.490376822935)",122740340-KM11
122740341,B02,12090526,Alarms,09/30/2012,09/30/2012,09/30/2012 08:02:57 PM,09/30/2012 08:07:19 PM,09/30/2012 08:08:11 PM,09/30/2012 08:09:20 PM,,,,Fire,09/30/2012 08:14:02 PM,1700 Block of PAGE ST,SF,94117,B05,12,4533,3,3,3,false,Alarm,1,CHIEF,3,5,5,Haight Ashbury,"(37.7706793191688, -122.449598812315)",122740341-B02
122740341,E12,12090526,Alarms,09/30/2012,09/30/2012,09/30/2012 08:02:57 PM,09/30/2012 08:07:19 PM,09/30/2012 08:08:11 PM,,09/30/2012 08:11:50 PM,,,Other,09/30/2012 08:16:50 PM,1700 Block of PAGE ST,SF,94117,B05,12,4533,3,3,3,true,Alarm,1,ENGINE,1,5,5,Haight Ashbury,"(37.7706793191688, -122.449598812315)",122740341-E12
122740341,T12,12090526,Alarms,09/30/2012,09/30/2012,09/30/2012 08:02:57 PM,09/30/2012 08:07:19 PM,09/30/2012 08:08:11 PM,09/30/2012 08:09:34 PM,,,,Other,09/30/2012 08:15:49 PM,1700 Block of PAGE ST,SF,94117,B05,12,4533,3,3,3,false,Alarm,1,TRUCK,2,5,5,Haight Ashbury,"(37.7706793191688, -122.449598812315)",122740341-T12
122740342,B06,12090527,Alarms,09/30/2012,09/30/2012,09/30/2012 08:05:37 PM,09/30/2012 08:08:27 PM,09/30/2012 08:08:53 PM,09/30/2012 08:10:07 PM,09/30/2012 08:12:39 PM,,,Other,09/30/2012 08:15:36 PM,800 Block of CAPP ST,SF,94110,B06,07,5511,3,3,3,false,Alarm,1,CHIEF,2,6,9,Mission,"(37.7531080512306, -122.417362867532)",122740342-B06
122740342,E07,12090527,Alarms,09/30/2012,09/30/2012,09/30/2012 08:05:37 PM,09/30/2012 08:08:27 PM,09/30/2012 08:08:53 PM,09/30/2012 08:10:26 PM,09/30/2012 08:12:35 PM,,,Other,09/30/2012 08:17:47 PM,800 Block of CAPP ST,SF,94110,B06,07,5511,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.7531080512306, -122.417362867532)",122740342-E07
122740342,T07,12090527,Alarms,09/30/2012,09/30/2012,09/30/2012 08:05:37 PM,09/30/2012 08:08:27 PM,09/30/2012 08:08:53 PM,09/30/2012 08:10:46 PM,09/30/2012 08:12:49 PM,,,Other,09/30/2012 08:17:17 PM,800 Block of CAPP ST,SF,94110,B06,07,5511,3,3,3,false,Alarm,1,TRUCK,3,6,9,Mission,"(37.7531080512306, -122.417362867532)",122740342-T07
122740343,66,12090528,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:12:51 PM,09/30/2012 08:13:35 PM,09/30/2012 08:13:56 PM,09/30/2012 08:15:06 PM,09/30/2012 08:16:53 PM,09/30/2012 08:29:46 PM,09/30/2012 08:43:37 PM,Code 2 Transport,09/30/2012 09:05:25 PM,3600 Block of 18TH ST,SF,94110,B02,07,5422,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Mission,"(37.7614736516416, -122.424407474928)",122740343-66
122740343,E06,12090528,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:12:51 PM,09/30/2012 08:13:35 PM,09/30/2012 08:13:56 PM,09/30/2012 08:15:45 PM,,,,Other,09/30/2012 08:17:43 PM,3600 Block of 18TH ST,SF,94110,B02,07,5422,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,6,8,Mission,"(37.7614736516416, -122.424407474928)",122740343-E06
122740343,RS2,12090528,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:12:51 PM,09/30/2012 08:13:35 PM,09/30/2012 08:13:56 PM,09/30/2012 08:15:30 PM,09/30/2012 08:16:49 PM,,,Other,09/30/2012 08:17:25 PM,3600 Block of 18TH ST,SF,94110,B02,07,5422,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,1,6,8,Mission,"(37.7614736516416, -122.424407474928)",122740343-RS2
122740344,AM22,12090529,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:22:21 PM,09/30/2012 08:23:10 PM,09/30/2012 08:23:49 PM,09/30/2012 08:24:32 PM,09/30/2012 08:28:11 PM,09/30/2012 08:40:13 PM,09/30/2012 08:53:04 PM,Code 2 Transport,09/30/2012 09:17:18 PM,400 Block of TURK ST,SF,94102,B02,03,1554,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.7825569563078, -122.416349428183)",122740344-AM22
122740344,E03,12090529,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:22:21 PM,09/30/2012 08:23:10 PM,09/30/2012 08:23:49 PM,09/30/2012 08:25:19 PM,09/30/2012 08:27:00 PM,,,Other,09/30/2012 08:30:52 PM,400 Block of TURK ST,SF,94102,B02,03,1554,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7825569563078, -122.416349428183)",122740344-E03
122740345,58,12090531,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:25:31 PM,09/30/2012 08:29:09 PM,09/30/2012 08:31:16 PM,09/30/2012 08:31:44 PM,09/30/2012 08:38:16 PM,,,Other,09/30/2012 08:43:35 PM,1600 Block of WALLACE AVE,SF,94124,B10,17,6546,2,2,2,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7280277124346, -122.391963404098)",122740345-58
122740345,E17,12090531,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:25:31 PM,09/30/2012 08:29:09 PM,09/30/2012 08:31:16 PM,09/30/2012 08:32:13 PM,09/30/2012 08:35:12 PM,,,Other,09/30/2012 08:45:22 PM,1600 Block of WALLACE AVE,SF,94124,B10,17,6546,2,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7280277124346, -122.391963404098)",122740345-E17
122740346,58,12090530,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:29:03 PM,09/30/2012 08:29:27 PM,09/30/2012 08:30:22 PM,,,,,Other,,100 Block of BROOKDALE AVE,SF,94134,B09,43,6243,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,10,Visitacion Valley,"(37.7121958423312, -122.420838850109)",122740346-58
122740346,99,12090530,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:29:03 PM,09/30/2012 08:29:27 PM,09/30/2012 08:30:22 PM,09/30/2012 08:31:11 PM,,,,Other,09/30/2012 08:46:31 PM,100 Block of BROOKDALE AVE,SF,94134,B09,43,6243,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,10,Visitacion Valley,"(37.7121958423312, -122.420838850109)",122740346-99
122740347,E33,12090532,Electrical Hazard,09/30/2012,09/30/2012,09/30/2012 08:34:01 PM,09/30/2012 08:36:24 PM,09/30/2012 08:36:37 PM,09/30/2012 08:38:23 PM,09/30/2012 08:41:05 PM,,,Other,09/30/2012 08:52:32 PM,400 Block of ELLINGTON AVE,SF,94112,B09,33,8346,3,3,3,true,Alarm,1,ENGINE,1,9,11,Outer Mission,"(37.7115995575267, -122.447416245523)",122740347-E33
122740348,55,12090533,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:39:45 PM,09/30/2012 08:40:42 PM,09/30/2012 08:40:52 PM,09/30/2012 08:41:04 PM,09/30/2012 08:44:25 PM,09/30/2012 08:57:28 PM,09/30/2012 09:06:00 PM,Code 2 Transport,09/30/2012 09:34:26 PM,800 Block of FOLSOM ST,SF,94103,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.7811835585525, -122.402322293906)",122740348-55
122740348,E01,12090533,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:39:45 PM,09/30/2012 08:40:42 PM,09/30/2012 08:40:52 PM,09/30/2012 08:43:37 PM,09/30/2012 08:45:15 PM,,,Other,09/30/2012 08:47:59 PM,800 Block of FOLSOM ST,SF,94103,B03,01,2215,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7811835585525, -122.402322293906)",122740348-E01
122740349,54,12090534,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:39:40 PM,09/30/2012 08:41:48 PM,09/30/2012 08:43:11 PM,09/30/2012 08:43:24 PM,09/30/2012 09:04:14 PM,,,Other,09/30/2012 09:10:24 PM,0 Block of DORE ST,SF,94103,B02,36,2342,1,1,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7738617771611, -122.413045971966)",122740349-54
122740350,77,12090535,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:46:40 PM,09/30/2012 08:47:38 PM,09/30/2012 08:47:52 PM,09/30/2012 08:48:09 PM,09/30/2012 08:52:23 PM,09/30/2012 09:13:59 PM,09/30/2012 09:43:52 PM,Code 2 Transport,09/30/2012 09:43:54 PM,200 Block of 8TH ST,SF,94103,B02,29,2322,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.7760463471271, -122.41128875661)",122740350-77
122740350,E29,12090535,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:46:40 PM,09/30/2012 08:47:38 PM,09/30/2012 08:47:52 PM,09/30/2012 08:49:07 PM,09/30/2012 08:53:14 PM,,,Other,09/30/2012 08:54:18 PM,200 Block of 8TH ST,SF,94103,B02,29,2322,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,South of Market,"(37.7760463471271, -122.41128875661)",122740350-E29
122740351,87,12090536,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:52:28 PM,09/30/2012 08:53:25 PM,09/30/2012 08:53:37 PM,09/30/2012 08:53:47 PM,09/30/2012 08:58:48 PM,,,Other,09/30/2012 09:05:03 PM,8TH ST/MARKET ST,SF,94103,B02,01,2317,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,"(37.778719428853, -122.414741223022)",122740351-87
122740351,E36,12090536,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:52:28 PM,09/30/2012 08:53:25 PM,09/30/2012 08:53:37 PM,09/30/2012 08:54:38 PM,09/30/2012 08:56:53 PM,,,Other,09/30/2012 09:00:26 PM,8TH ST/MARKET ST,SF,94103,B02,01,2317,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.778719428853, -122.414741223022)",122740351-E36
122740352,59,12090537,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:50:32 PM,09/30/2012 08:53:35 PM,09/30/2012 08:55:42 PM,09/30/2012 08:55:59 PM,09/30/2012 08:58:26 PM,09/30/2012 09:11:15 PM,09/30/2012 09:21:50 PM,Code 2 Transport,09/30/2012 09:59:03 PM,STOCKTON ST/MARKET ST,SF,94103,B03,01,1322,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,6,South of Market,"(37.7857439877905, -122.405831012392)",122740352-59
122740352,E01,12090537,Medical Incident,09/30/2012,09/30/2012,09/30/2012 08:50:32 PM,09/30/2012 08:53:35 PM,09/30/2012 08:55:42 PM,09/30/2012 08:56:17 PM,09/30/2012 08:59:51 PM,,,Other,09/30/2012 09:02:16 PM,STOCKTON ST/MARKET ST,SF,94103,B03,01,1322,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,6,South of Market,"(37.7857439877905, -122.405831012392)",122740352-E01
122740353,92,12090538,Structure Fire,09/30/2012,09/30/2012,09/30/2012 08:58:57 PM,09/30/2012 09:00:18 PM,09/30/2012 09:00:36 PM,09/30/2012 09:02:56 PM,09/30/2012 09:06:12 PM,,,Other,09/30/2012 09:06:27 PM,400 Block of TURK ST,SF,94102,B02,03,1554,3,3,3,true,Fire,1,MEDIC,3,2,6,Tenderloin,"(37.7824484982183, -122.416327441768)",122740353-92
122740353,B02,12090538,Structure Fire,09/30/2012,09/30/2012,09/30/2012 08:58:57 PM,09/30/2012 09:00:18 PM,09/30/2012 09:00:36 PM,09/30/2012 09:01:28 PM,,,,Other,09/30/2012 09:05:58 PM,400 Block of TURK ST,SF,94102,B02,03,1554,3,3,3,false,Fire,1,CHIEF,4,2,6,Tenderloin,"(37.7824484982183, -122.416327441768)",122740353-B02
122740353,B03,12090538,Structure Fire,09/30/2012,09/30/2012,09/30/2012 08:58:57 PM,09/30/2012 09:00:18 PM,09/30/2012 09:00:36 PM,09/30/2012 09:01:22 PM,,,,Other,09/30/2012 09:03:56 PM,400 Block of TURK ST,SF,94102,B02,03,1554,3,3,3,false,Fire,1,CHIEF,10,2,6,Tenderloin,"(37.7824484982183, -122.416327441768)",122740353-B03
